id_ibge,UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA,Unnamed: 5
2513307,PB,25,13307,Santa Helena,6023,
2513356,PB,25,13356,Santa Inês,3256,
2513406,PB,25,13406,Santa Luzia,15418,
2513505,PB,25,13505,Santana de Mangueira,5090,
2513604,PB,25,13604,Santana dos Garrotes,6618,
2513653,PB,25,13653,Joca Claudino,2607,
2513703,PB,25,13703,Santa Rita,160852,
2513802,PB,25,13802,Santa Teresinha,4492,
2513851,PB,25,13851,Santo André,2708,
2513901,PB,25,13901,São Bento,33845,
2513927,PB,25,13927,São Bentinho,4490,
2513943,PB,25,13943,São Domingos do Cariri,2688,
2513968,PB,25,13968,São Domingos,2624,
2513984,PB,25,13984,São Francisco,3176,
2514008,PB,25,14008,São João do Cariri,4345,
2514107,PB,25,14107,São João do Tigre,4359,
2514206,PB,25,14206,São José da Lagoa Tapada,7251,
2514305,PB,25,14305,São José de Caiana,4966,
2514404,PB,25,14404,São José de Espinharas,4056,
2514453,PB,25,14453,São José dos Ramos,6137,
2514503,PB,25,14503,São José de Piranhas,19561,
2514552,PB,25,14552,São José de Princesa,3323,
2514602,PB,25,14602,São José do Bonfim,3337,
2514651,PB,25,14651,São José do Brejo do Cruz,1750,
2514701,PB,25,14701,São José do Sabugi,4283,
2514800,PB,25,14800,São José dos Cordeiros,3462,
2514909,PB,25,14909,São Mamede,7629,
2515005,PB,25,15005,São Miguel de Taipu,7307,
2515104,PB,25,15104,São Sebastião de Lagoa de Roça,11387,
2515203,PB,25,15203,São Sebastião do Umbuzeiro,3382,
2515302,PB,25,15302,Sapé,53457,
2515401,PB,25,15401,São Vicente do Seridó,10652,
2515500,PB,25,15500,Serra Branca,14131,
2515609,PB,25,15609,Serra da Raiz,3156,
2515708,PB,25,15708,Serra Grande,3056,
2515807,PB,25,15807,Serra Redonda,6975,
2515906,PB,25,15906,Serraria,4754,
2515930,PB,25,15930,Sertãozinho,5332,
2515971,PB,25,15971,Sobrado,8646,
2516003,PB,25,16003,Solânea,27748,
2516102,PB,25,16102,Soledade,14409,
2516151,PB,25,16151,Sossêgo,3476,
2516201,PB,25,16201,Sousa,70066,
2516300,PB,25,16300,Sumé,17852,
2516409,PB,25,16409,Tacima,7794,
2516508,PB,25,16508,Taperoá,14358,
2516607,PB,25,16607,Tavares,14473,
2516706,PB,25,16706,Teixeira,15129,
2516755,PB,25,16755,Tenório,3082,
2516805,PB,25,16805,Triunfo,10315,
2516904,PB,25,16904,Uiraúna,15431,
2517001,PB,25,17001,Umbuzeiro,9274,
2517100,PB,25,17100,Várzea,2777,
2517209,PB,25,17209,Vieirópolis,4967,
2517407,PB,25,17407,Zabelê,2323,
2600054,PE,26,00054,Abreu e Lima,104248,
2600104,PE,26,00104,Afogados da Ingazeira,42672,
2600203,PE,26,00203,Afrânio,19409,
2600302,PE,26,00302,Agrestina,24680,
2600401,PE,26,00401,Água Preta,26981,
2600500,PE,26,00500,Águas Belas,43822,
2600609,PE,26,00609,Alagoinha,14460,
2600708,PE,26,00708,Aliança,37349,
2600807,PE,26,00807,Altinho,21134,
2600906,PE,26,00906,Amaraji,18335,
2601003,PE,26,01003,Angelim,10591,
2601052,PE,26,01052,Araçoiaba,19996,
2601102,PE,26,01102,Araripina,90504,
2601201,PE,26,01201,Arcoverde,82487,
2601300,PE,26,01300,Barra de Guabiraba,12601,
2601409,PE,26,01409,Barreiros,42083,
2601508,PE,26,01508,Belém de Maria,10798,
2601607,PE,26,01607,Belém do São Francisco,18648,
2601706,PE,26,01706,Belo Jardim,84033,
2601805,PE,26,01805,Betânia,11961,
2601904,PE,26,01904,Bezerros,65007,
2602001,PE,26,02001,Bodocó,36145,
2602100,PE,26,02100,Bom Conselho,46202,
2602209,PE,26,02209,Bom Jardim,39289,
2602308,PE,26,02308,Bonito,39212,
2602407,PE,26,02407,Brejão,9417,
2602506,PE,26,02506,Brejinho,8033,
2602605,PE,26,02605,Brejo da Madre de Deus,51308,
2602704,PE,26,02704,Buenos Aires,13276,
2602803,PE,26,02803,Buíque,53489,
2602902,PE,26,02902,Cabo de Santo Agostinho,218049,
2603009,PE,26,03009,Cabrobó,31762,
2603108,PE,26,03108,Cachoeirinha,20673,
2603207,PE,26,03207,Caetés,30571,
2603306,PE,26,03306,Calçado,11453,
2603405,PE,26,03405,Calumbi,5354,
2603454,PE,26,03454,Camaragibe,156112,
2603504,PE,26,03504,Camocim de São Félix,18018,
2603603,PE,26,03603,Camutanga,7962,
2603702,PE,26,03702,Canhotinho,25103,
2603801,PE,26,03801,Capoeiras,18854,
2603900,PE,26,03900,Carnaíba,19533,
2603926,PE,26,03926,Carnaubeira da Penha,12712,
2604007,PE,26,04007,Carpina,83482,
2604106,PE,26,04106,Caruaru,405408,
2604155,PE,26,04155,Casinhas,13468,
2604205,PE,26,04205,Catende,33086,
2604304,PE,26,04304,Cedro,10843,
2604403,PE,26,04403,Chã de Alegria,13496,
2604502,PE,26,04502,Chã Grande,21258,
2604601,PE,26,04601,Condado,25416,
2604700,PE,26,04700,Correntes,17670,
2604809,PE,26,04809,Cortês,10426,
2604908,PE,26,04908,Cumaru,16215,
2605004,PE,26,05004,Cupira,24343,
2605103,PE,26,05103,Custódia,39609,
2605152,PE,26,05152,Dormentes,17850,
2605202,PE,26,05202,Escada,62174,
2605301,PE,26,05301,Exu,33486,
2605400,PE,26,05400,Feira Nova,22222,
2605459,PE,26,05459,Fernando de Noronha,3341,
2605509,PE,26,05509,Ferreiros,15955,
2605608,PE,26,05608,Flores,20776,
2605707,PE,26,05707,Floresta,31702,
2605806,PE,26,05806,Frei Miguelinho,14055,
2605905,PE,26,05905,Gameleira,17583,
2606002,PE,26,06002,Garanhuns,151803,
2606101,PE,26,06101,Glória do Goitá,30420,
2606200,PE,26,06200,Goiana,85497,
2606309,PE,26,06309,Granito,7217,
2606408,PE,26,06408,Gravatá,92429,
2606507,PE,26,06507,Iati,17570,
2606606,PE,26,06606,Ibimirim,28825,
2606705,PE,26,06705,Ibirajuba,7334,
2606804,PE,26,06804,Igarassu,123017,
2606903,PE,26,06903,Iguaracy,11347,
2607000,PE,26,07000,Inajá,27758,
2607109,PE,26,07109,Ingazeira,4975,
2607208,PE,26,07208,Ipojuca,106539,
2607307,PE,26,07307,Ipubi,30720,
2607406,PE,26,07406,Itacuruba,4491,
2607505,PE,26,07505,Itaíba,33995,
2607604,PE,26,07604,Ilha de Itamaracá,25658,
2607653,PE,26,07653,Itambé,36652,
2607703,PE,26,07703,Itapetim,14236,
2607752,PE,26,07752,Itapissuma,29669,
2607802,PE,26,07802,Itaquitinga,17142,
2607901,PE,26,07901,Jaboatão dos Guararapes,684293,
2607950,PE,26,07950,Jaqueira,10440,
2608008,PE,26,08008,Jataúba,16328,
2608057,PE,26,08057,Jatobá,14477,
2608107,PE,26,08107,João Alfredo,28842,
2608206,PE,26,08206,Joaquim Nabuco,13416,
2608255,PE,26,08255,Jucati,12023,
2608305,PE,26,08305,Jupi,16022,
2608404,PE,26,08404,Jurema,14002,
2608453,PE,26,08453,Lagoa do Carro,18804,
2608503,PE,26,08503,Lagoa de Itaenga,19863,
2608602,PE,26,08602,Lagoa do Ouro,12367,
2608701,PE,26,08701,Lagoa dos Gatos,14333,
2608750,PE,26,08750,Lagoa Grande,24951,
2608800,PE,26,08800,Lajedo,41960,
2608909,PE,26,08909,Limoeiro,59236,
2609006,PE,26,09006,Macaparana,24642,
2609105,PE,26,09105,Machados,11387,
2609154,PE,26,09154,Manari,27046,
2609204,PE,26,09204,Maraial,9322,
2609303,PE,26,09303,Mirandiba,14605,
2609402,PE,26,09402,Moreno,57654,
2609501,PE,26,09501,Nazaré da Mata,32187,
2609600,PE,26,09600,Olinda,364717,
2609709,PE,26,09709,Orobó,22412,
2609808,PE,26,09808,Orocó,14129,
2609907,PE,26,09907,Ouricuri,68489,
2610004,PE,26,10004,Palmares,56475,
2610103,PE,26,10103,Palmeirina,7104,
2610202,PE,26,10202,Panelas,23337,
2610301,PE,26,10301,Paranatama,12778,
2610400,PE,26,10400,Parnamirim,18960,
2610509,PE,26,10509,Passira,29744,
2610608,PE,26,10608,Paudalho,59924,
2610707,PE,26,10707,Paulista,365144,
2610806,PE,26,10806,Pedra,23671,
2610905,PE,26,10905,Pesqueira,65481,
2611002,PE,26,11002,Petrolândia,36104,
2611101,PE,26,11101,Petrolina,418444,
2611200,PE,26,11200,Poção,10792,
2611309,PE,26,11309,Pombos,26942,
2611408,PE,26,11408,Primavera,14380,
2611507,PE,26,11507,Quipapá,17731,
2611533,PE,26,11533,Quixaba,6753,
2611606,PE,26,11606,Recife,1588376,
2611705,PE,26,11705,Riacho das Almas,21490,
2611804,PE,26,11804,Ribeirão,33843,
2611903,PE,26,11903,Rio Formoso,20388,
2612000,PE,26,12000,Sairé,11213,
2612109,PE,26,12109,Salgadinho,5478,
2612208,PE,26,12208,Salgueiro,65946,
2612307,PE,26,12307,Saloá,14125,
2612406,PE,26,12406,Sanharó,18812,
2612455,PE,26,12455,Santa Cruz,14342,
2612471,PE,26,12471,Santa Cruz da Baixa Verde,11934,
2612505,PE,26,12505,Santa Cruz do Capibaribe,104854,
2612554,PE,26,12554,Santa Filomena,12360,
2612604,PE,26,12604,Santa Maria da Boa Vista,42782,
2612703,PE,26,12703,Santa Maria do Cambucá,14586,
2612802,PE,26,12802,Santa Terezinha,10487,
2612901,PE,26,12901,São Benedito do Sul,13456,
2613008,PE,26,13008,São Bento do Una,51165,
2613107,PE,26,13107,São Caitano,39243,
2613206,PE,26,13206,São João,24895,
2613305,PE,26,13305,São Joaquim do Monte,20438,
2613404,PE,26,13404,São José da Coroa Grande,19511,
2613503,PE,26,13503,São José do Belmonte,36890,
2613602,PE,26,13602,São José do Egito,32508,
2613701,PE,26,13701,São Lourenço da Mata,118258,
2613800,PE,26,13800,São Vicente Férrer,17177,
2613909,PE,26,13909,Serra Talhada,98816,
2614006,PE,26,14006,Serrita,18764,
2614105,PE,26,14105,Sertânia,34271,
2614204,PE,26,14204,Sirinhaém,39171,
2614303,PE,26,14303,Moreilândia,10839,
2614402,PE,26,14402,Solidão,5386,
2614501,PE,26,14501,Surubim,67821,
2614600,PE,26,14600,Tabira,29180,
2614709,PE,26,14709,Tacaimbó,14330,
2614808,PE,26,14808,Tacaratu,24898,
2614857,PE,26,14857,Tamandaré,24670,
2615003,PE,26,15003,Taquaritinga do Norte,25511,
2615102,PE,26,15102,Terezinha,6853,
2615201,PE,26,15201,Terra Nova,9231,
2615300,PE,26,15300,Timbaúba,47312,
2615409,PE,26,15409,Toritama,43921,
2615508,PE,26,15508,Tracunhaém,14439,
2615607,PE,26,15607,Trindade,32257,
2615706,PE,26,15706,Triunfo,15141,
2615805,PE,26,15805,Tupanatinga,28141,
2615904,PE,26,15904,Tuparetama,8261,
2616001,PE,26,16001,Venturosa,17563,
2616100,PE,26,16100,Verdejante,9483,
2616183,PE,26,16183,Vertente do Lério,7776,
2616209,PE,26,16209,Vertentes,23127,
2616308,PE,26,16308,Vicência,27151,
2616407,PE,26,16407,Vitória de Santo Antão,144243,
2616506,PE,26,16506,Xexéu,11699,
2700102,AL,27,00102,Água Branca,19550,
2700201,AL,27,00201,Anadia,14167,
2700300,AL,27,00300,Arapiraca,243906,
2700409,AL,27,00409,Atalaia,38480,
2700508,AL,27,00508,Barra de Santo Antônio,16756,
2700607,AL,27,00607,Barra de São Miguel,8123,
2700706,AL,27,00706,Batalha,17103,
2700805,AL,27,00805,Belém,4819,
2700904,AL,27,00904,Belo Monte,5895,
2701001,AL,27,01001,Boca da Mata,21479,
2701100,AL,27,01100,Branquinha,9779,
2701209,AL,27,01209,Cacimbinhas,10705,
2701308,AL,27,01308,Cajueiro,16572,
2701357,AL,27,01357,Campestre,6808,
2701407,AL,27,01407,Campo Alegre,32558,
2701506,AL,27,01506,Campo Grande,8285,
2701605,AL,27,01605,Canapi,15730,
2701704,AL,27,01704,Capela,15051,
2701803,AL,27,01803,Carneiros,9206,
2701902,AL,27,01902,Chã Preta,6000,
2702009,AL,27,02009,Coité do Nóia,11036,
2702108,AL,27,02108,Colônia Leopoldina,15915,
2702207,AL,27,02207,Coqueiro Seco,5701,
2702306,AL,27,02306,Coruripe,51784,
2702355,AL,27,02355,Craíbas,26144,
2702405,AL,27,02405,Delmiro Gouveia,52845,
2702504,AL,27,02504,Dois Riachos,9898,
2702553,AL,27,02553,Estrela de Alagoas,15688,
2702603,AL,27,02603,Feira Grande,23204,
2702702,AL,27,02702,Feliz Deserto,4035,
2702801,AL,27,02801,Flexeiras,9745,
2702900,AL,27,02900,Girau do Ponciano,37337,
2703007,AL,27,03007,Ibateguara,13982,
2703106,AL,27,03106,Igaci,24445,
2703205,AL,27,03205,Igreja Nova,22113,
2703304,AL,27,03304,Inhapi,15396,
2703403,AL,27,03403,Jacaré dos Homens,5180,
2703502,AL,27,03502,Jacuípe,5419,
2703601,AL,27,03601,Japaratinga,9457,
2703700,AL,27,03700,Jaramataia,5069,
2703759,AL,27,03759,Jequiá da Praia,9607,
2703809,AL,27,03809,Joaquim Gomes,17342,
2703908,AL,27,03908,Jundiá,4175,
2704005,AL,27,04005,Junqueiro,24382,
2704104,AL,27,04104,Lagoa da Canoa,18836,
2704203,AL,27,04203,Limoeiro de Anadia,25184,
2704302,AL,27,04302,Maceió,994952,
2704401,AL,27,04401,Major Isidoro,17828,
2704500,AL,27,04500,Maragogi,33269,
2704609,AL,27,04609,Maravilha,9709,
2704708,AL,27,04708,Marechal Deodoro,62477,
2704807,AL,27,04807,Maribondo,13970,
2704906,AL,27,04906,Mar Vermelho,3208,
2705002,AL,27,05002,Mata Grande,22126,
2705101,AL,27,05101,Matriz de Camaragibe,24331,
2705200,AL,27,05200,Messias,15706,
2705309,AL,27,05309,Minador do Negrão,4935,
2705408,AL,27,05408,Monteirópolis,7344,
2705507,AL,27,05507,Murici,25926,
2705606,AL,27,05606,Novo Lino,10285,
2705705,AL,27,05705,Olho d'Água das Flores,21135,
2705804,AL,27,05804,Olho d'Água do Casado,8522,
2705903,AL,27,05903,Olho d'Água Grande,4381,
2706000,AL,27,06000,Olivença,11047,
2706109,AL,27,06109,Ouro Branco,11706,
2706208,AL,27,06208,Palestina,4408,
2706307,AL,27,06307,Palmeira dos Índios,73621,
2706406,AL,27,06406,Pão de Açúcar,24291,
2706422,AL,27,06422,Pariconha,10807,
2706448,AL,27,06448,Paripueira,14199,
2706505,AL,27,06505,Passo de Camaragibe,14070,
2706604,AL,27,06604,Paulo Jacinto,6691,
2706703,AL,27,06703,Penedo,60185,
2706802,AL,27,06802,Piaçabuçu,16192,
2706901,AL,27,06901,Pilar,36525,
2707008,AL,27,07008,Pindoba,2786,
2707107,AL,27,07107,Piranhas,23053,
2707206,AL,27,07206,Poço das Trincheiras,12965,
2707305,AL,27,07305,Porto Calvo,24509,
2707404,AL,27,07404,Porto de Pedras,9517,
2707503,AL,27,07503,Porto Real do Colégio,20273,
2707602,AL,27,07602,Quebrangulo,11303,
2707701,AL,27,07701,Rio Largo,97658,
2707800,AL,27,07800,Roteiro,6606,
2707909,AL,27,07909,Santa Luzia do Norte,7066,
2708006,AL,27,08006,Santana do Ipanema,47418,
2708105,AL,27,08105,Santana do Mundaú,11572,
2708204,AL,27,08204,São Brás,6557,
2708303,AL,27,08303,São José da Laje,21180,
2708402,AL,27,08402,São José da Tapera,31569,
2708501,AL,27,08501,São Luís do Quitunde,31785,
2708600,AL,27,08600,São Miguel dos Campos,53380,
2708709,AL,27,08709,São Miguel dos Milagres,8700,
2708808,AL,27,08808,São Sebastião,32707,
2708907,AL,27,08907,Satuba,25105,
2708956,AL,27,08956,Senador Rui Palmeira,12545,
2709004,AL,27,09004,Tanque d'Arca,5906,
2709103,AL,27,09103,Taquarana,19428,
2709152,AL,27,09152,Teotônio Vilela,39143,
2709202,AL,27,09202,Traipu,24106,
2709301,AL,27,09301,União dos Palmares,60860,
2709400,AL,27,09400,Viçosa,24414,
2800100,SE,28,00100,Amparo do São Francisco,2202,
2800209,SE,28,00209,Aquidabã,20556,
2800308,SE,28,00308,Aracaju,630932,
2800407,SE,28,00407,Arauá,10464,
2800506,SE,28,00506,Areia Branca,18626,
2800605,SE,28,00605,Barra dos Coqueiros,45175,
2800670,SE,28,00670,Boquim,25007,
2800704,SE,28,00704,Brejo Grande,8025,
2801009,SE,28,01009,Campo do Brito,18719,
2801108,SE,28,01108,Canhoba,3850,
2801207,SE,28,01207,Canindé de São Francisco,33641,
2801306,SE,28,01306,Capela,32783,
2801405,SE,28,01405,Carira,20314,
2801504,SE,28,01504,Carmópolis,14203,
2801603,SE,28,01603,Cedro de São João,5474,
2801702,SE,28,01702,Cristinápolis,17594,
2801900,SE,28,01900,Cumbe,3872,
2802007,SE,28,02007,Divina Pastora,4436,
2802106,SE,28,02106,Estância,67060,
2802205,SE,28,02205,Feira Nova,6358,
2802304,SE,28,02304,Frei Paulo,14921,
2802403,SE,28,02403,Gararu,11294,
2802502,SE,28,02502,General Maynard,3118,
2802601,SE,28,02601,Gracho Cardoso,5910,
2802700,SE,28,02700,Ilha das Flores,8499,
2802809,SE,28,02809,Indiaroba,16991,
2802908,SE,28,02908,Itabaiana,109250,
2803005,SE,28,03005,Itabaianinha,42230,
2803104,SE,28,03104,Itabi,4816,
2803203,SE,28,03203,Itaporanga d'Ajuda,36074,
2803302,SE,28,03302,Japaratuba,16451,
2803401,SE,28,03401,Japoatã,13723,
2803500,SE,28,03500,Lagarto,105957,
2803609,SE,28,03609,Laranjeiras,24047,
2803708,SE,28,03708,Macambira,7048,
2803807,SE,28,03807,Malhada dos Bois,3674,
2803906,SE,28,03906,Malhador,11712,
2804003,SE,28,04003,Maruim,15956,
2804102,SE,28,04102,Moita Bonita,11297,
2804201,SE,28,04201,Monte Alegre de Sergipe,14781,
2804300,SE,28,04300,Muribeca,8059,
2804409,SE,28,04409,Neópolis,16473,
2804458,SE,28,04458,Nossa Senhora Aparecida,9534,
2804508,SE,28,04508,Nossa Senhora da Glória,43686,
2804607,SE,28,04607,Nossa Senhora das Dores,25569,
2804706,SE,28,04706,Nossa Senhora de Lourdes,6409,
2804805,SE,28,04805,Nossa Senhora do Socorro,204081,
2804904,SE,28,04904,Pacatuba,12690,
2805000,SE,28,05000,Pedra Mole,2811,
2805109,SE,28,05109,Pedrinhas,7355,
2805208,SE,28,05208,Pinhão,5759,
2805307,SE,28,05307,Pirambu,8021,
2805406,SE,28,05406,Poço Redondo,29238,
2805505,SE,28,05505,Poço Verde,22217,
2805604,SE,28,05604,Porto da Folha,27348,
2805703,SE,28,05703,Propriá,27213,
2805802,SE,28,05802,Riachão do Dantas,18541,
2805901,SE,28,05901,Riachuelo,8853,
2806008,SE,28,06008,Ribeirópolis,17365,
2806107,SE,28,06107,Rosário do Catete,9507,
2806206,SE,28,06206,Salgado,20825,
2806305,SE,28,06305,Santa Luzia do Itanhy,14003,
2806404,SE,28,06404,Santana do São Francisco,7549,
2806503,SE,28,06503,Santa Rosa de Lima,4049,
2806602,SE,28,06602,Santo Amaro das Brotas,11289,
2806701,SE,28,06701,São Cristóvão,101213,
2806800,SE,28,06800,São Domingos,10559,
2806909,SE,28,06909,São Francisco,3330,
2807006,SE,28,07006,São Miguel do Aleixo,3471,
2807105,SE,28,07105,Simão Dias,44503,
2807204,SE,28,07204,Siriri,7981,
2807303,SE,28,07303,Telha,3389,
2807402,SE,28,07402,Tobias Barreto,52783,
2807501,SE,28,07501,Tomar do Geru,12094,
2807600,SE,28,07600,Umbaúba,24618,
2900108,BA,29,00108,Abaíra,7407,
2900207,BA,29,00207,Abaré,18269,
2900306,BA,29,00306,Acajutiba,14200,
2900355,BA,29,00355,Adustina,14510,
2900405,BA,29,00405,Água Fria,14833,
2900504,BA,29,00504,Érico Cardoso,10947,
2900603,BA,29,00603,Aiquara,4583,
2900702,BA,29,00702,Alagoinhas,161196,
2900801,BA,29,00801,Alcobaça,25601,
2900900,BA,29,00900,Almadina,5296,
2901007,BA,29,01007,Amargosa,38585,
2901106,BA,29,01106,Amélia Rodrigues,24830,
2901155,BA,29,01155,América Dourada,15572,
2901205,BA,29,01205,Anagé,26745,
2901304,BA,29,01304,Andaraí,13545,
2901353,BA,29,01353,Andorinha,15491,
2901403,BA,29,01403,Angical,14178,
2901502,BA,29,01502,Anguera,11490,
2901601,BA,29,01601,Antas,14984,
2901700,BA,29,01700,Antônio Cardoso,11498,
2901809,BA,29,01809,Antônio Gonçalves,11248,
2901908,BA,29,01908,Aporá,16361,
2901957,BA,29,01957,Apuarema,7101,
2902005,BA,29,02005,Aracatu,14440,
2902054,BA,29,02054,Araçás,11953,
2902104,BA,29,02104,Araci,50308,
2902203,BA,29,02203,Aramari,10106,
2902252,BA,29,02252,Arataca,10433,
2902302,BA,29,02302,Aratuípe,8993,
2902401,BA,29,02401,Aurelino Leal,11339,
2902500,BA,29,02500,Baianópolis,14138,
2902609,BA,29,02609,Baixa Grande,18628,
2902658,BA,29,02658,Banzaê,12288,
2902708,BA,29,02708,Barra,53642,
2902807,BA,29,02807,Barra da Estiva,27743,
2902906,BA,29,02906,Barra do Choça,38581,
2903003,BA,29,03003,Barra do Mendes,14376,
2903102,BA,29,03102,Barra do Rocha,5898,
2903201,BA,29,03201,Barreiras,171634,
2903235,BA,29,03235,Barro Alto,13922,
2903276,BA,29,03276,Barrocas,15780,
2903300,BA,29,03300,Barro Preto,5936,
2903409,BA,29,03409,Belmonte,20527,
2903508,BA,29,03508,Belo Campo,19074,
2903607,BA,29,03607,Biritinga,15603,
2903706,BA,29,03706,Boa Nova,14008,
2903805,BA,29,03805,Boa Vista do Tupim,17262,
2903904,BA,29,03904,Bom Jesus da Lapa,68866,
2903953,BA,29,03953,Bom Jesus da Serra,10018,
2904001,BA,29,04001,Boninal,14125,
2904050,BA,29,04050,Bonito,16425,
2904100,BA,29,04100,Boquira,19782,
2904209,BA,29,04209,Botuporã,11427,
2904308,BA,29,04308,Brejões,13224,
2904407,BA,29,04407,Brejolândia,9363,
2904506,BA,29,04506,Brotas de Macaúbas,12180,
2904605,BA,29,04605,Brumado,74368,
2904704,BA,29,04704,Buerarema,14950,
2904753,BA,29,04753,Buritirama,20221,
2904803,BA,29,04803,Caatiba,6128,
2904852,BA,29,04852,Cabaceiras do Paraguaçu,17024,
2904902,BA,29,04902,Cachoeira,30498,
2905008,BA,29,05008,Caculé,23293,
2905107,BA,29,05107,Caém,10733,
2905156,BA,29,05156,Caetanos,11432,
2905206,BA,29,05206,Caetité,54730,
2905305,BA,29,05305,Cafarnaum,18057,
2905404,BA,29,05404,Cairu,18578,
2905503,BA,29,05503,Caldeirão Grande,13597,
2905602,BA,29,05602,Camacan,22485,
2905701,BA,29,05701,Camaçari,321636,
2905800,BA,29,05800,Camamu,31694,
2905909,BA,29,05909,Campo Alegre de Lourdes,32500,
2906006,BA,29,06006,Campo Formoso,75112,
2906105,BA,29,06105,Canápolis,10641,
2906204,BA,29,06204,Canarana,25007,
2906303,BA,29,06303,Canavieiras,34392,
2906402,BA,29,06402,Candeal,7940,
2906501,BA,29,06501,Candeias,74854,
2906600,BA,29,06600,Candiba,13417,
2906709,BA,29,06709,Cândido Sales,26469,
2906808,BA,29,06808,Cansanção,39725,
2906824,BA,29,06824,Canudos,16693,
2906857,BA,29,06857,Capela do Alto Alegre,11035,
2906873,BA,29,06873,Capim Grosso,35437,
2906899,BA,29,06899,Caraíbas,10259,
2906907,BA,29,06907,Caravelas,21384,
2907004,BA,29,07004,Cardeal da Silva,8633,
2907103,BA,29,07103,Carinhanha,30439,
2907202,BA,29,07202,Casa Nova,76131,
2907301,BA,29,07301,Castro Alves,25470,
2907400,BA,29,07400,Catolândia,3567,
2907509,BA,29,07509,Catu,50109,
2907558,BA,29,07558,Caturama,9108,
2907608,BA,29,07608,Central,16847,
2907707,BA,29,07707,Chorrochó,10933,
2907806,BA,29,07806,Cícero Dantas,32292,
2907905,BA,29,07905,Cipó,17875,
2908002,BA,29,08002,Coaraci,17557,
2908101,BA,29,08101,Cocos,19865,
2908200,BA,29,08200,Conceição da Feira,21529,
2908309,BA,29,08309,Conceição do Almeida,16134,
2908408,BA,29,08408,Conceição do Coité,71601,
2908507,BA,29,08507,Conceição do Jacuípe,37622,
2908606,BA,29,08606,Conde,24460,
2908705,BA,29,08705,Condeúba,17567,
2908804,BA,29,08804,Contendas do Sincorá,4499,
2908903,BA,29,08903,Coração de Maria,28408,
2909000,BA,29,09000,Cordeiros,7748,
2909109,BA,29,09109,Coribe,14463,
2909208,BA,29,09208,Coronel João Sá,17598,
2909307,BA,29,09307,Correntina,34266,
2909406,BA,29,09406,Cotegipe,13463,
2909505,BA,29,09505,Cravolândia,4491,
2909604,BA,29,09604,Crisópolis,20346,
2909703,BA,29,09703,Cristópolis,14549,
2909802,BA,29,09802,Cruz das Almas,63326,
2909901,BA,29,09901,Curaçá,36127,
2910008,BA,29,10008,Dário Meira,11054,
2910057,BA,29,10057,Dias d'Ávila,75296,
2910107,BA,29,10107,Dom Basílio,12329,
2910206,BA,29,10206,Dom Macedo Costa,4608,
2910305,BA,29,10305,Elísio Medrado,8069,
2910404,BA,29,10404,Encruzilhada,19450,
2910503,BA,29,10503,Entre Rios,39890,
2910602,BA,29,10602,Esplanada,34163,
2910701,BA,29,10701,Euclides da Cunha,64768,
2910727,BA,29,10727,Eunápolis,121067,
2910750,BA,29,10750,Fátima,18480,
2910776,BA,29,10776,Feira da Mata,5831,
2910800,BA,29,10800,Feira de Santana,660806,
2910859,BA,29,10859,Filadélfia,18637,
2910909,BA,29,10909,Firmino Alves,4993,
2911006,BA,29,11006,Floresta Azul,11455,
2911105,BA,29,11105,Formosa do Rio Preto,27567,
2911204,BA,29,11204,Gandu,34051,
2911253,BA,29,11253,Gavião,4489,
2911303,BA,29,11303,Gentio do Ouro,11276,
2911402,BA,29,11402,Glória,16107,
2911501,BA,29,11501,Gongogi,5479,
2911600,BA,29,11600,Governador Mangabeira,21353,
2911659,BA,29,11659,Guajeru,8177,
2911709,BA,29,11709,Guanambi,93488,
2911808,BA,29,11808,Guaratinga,19413,
2911857,BA,29,11857,Heliópolis,13055,
2911907,BA,29,11907,Iaçu,25315,
2912004,BA,29,12004,Ibiassucê,10746,
2912103,BA,29,12103,Ibicaraí,22131,
2912202,BA,29,12202,Ibicoara,21827,
2912301,BA,29,12301,Ibicuí,14264,
2912400,BA,29,12400,Ibipeba,17134,
2912509,BA,29,12509,Ibipitanga,14317,
2912608,BA,29,12608,Ibiquera,3833,
2912707,BA,29,12707,Ibirapitanga,26917,
2912806,BA,29,12806,Ibirapuã,9297,
2912905,BA,29,12905,Ibirataia,19377,
2913002,BA,29,13002,Ibitiara,15049,
2913101,BA,29,13101,Ibititá,17517,
2913200,BA,29,13200,Ibotirama,27723,
2913309,BA,29,13309,Ichu,6428,
2913408,BA,29,13408,Igaporã,16069,
2913457,BA,29,13457,Igrapiúna,13501,
2913507,BA,29,13507,Iguaí,21763,
2913606,BA,29,13606,Ilhéus,189149,
2913705,BA,29,13705,Inhambupe,35390,
2913804,BA,29,13804,Ipecaetá,14016,
2913903,BA,29,13903,Ipiaú,42429,
2914000,BA,29,14000,Ipirá,59222,
2914109,BA,29,14109,Ipupiara,10349,
2914208,BA,29,14208,Irajuba,6232,
2914307,BA,29,14307,Iramaia,11038,
2914406,BA,29,14406,Iraquara,24833,
2914505,BA,29,14505,Irará,29572,
2914604,BA,29,14604,Irecê,78781,
2914653,BA,29,14653,Itabela,29588,
2914703,BA,29,14703,Itaberaba,68425,
2914802,BA,29,14802,Itabuna,196344,
2914901,BA,29,14901,Itacaré,29496,
2915007,BA,29,15007,Itaeté,13775,
