id_ibge,UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA,Unnamed: 5
3154903,MG,31,54903,Rio Casca,12851,
3155009,MG,31,55009,Rio Doce,2545,
3155108,MG,31,55108,Rio do Prado,4649,
3155207,MG,31,55207,Rio Espera,5447,
3155306,MG,31,55306,Rio Manso,5746,
3155405,MG,31,55405,Rio Novo,8683,
3155504,MG,31,55504,Rio Paranaíba,15297,
3155603,MG,31,55603,Rio Pardo de Minas,29103,
3155702,MG,31,55702,Rio Piracicaba,15036,
3155801,MG,31,55801,Rio Pomba,17885,
3155900,MG,31,55900,Rio Preto,5235,
3156007,MG,31,56007,Rio Vermelho,12770,
3156106,MG,31,56106,Ritápolis,5122,
3156205,MG,31,56205,Rochedo de Minas,2374,
3156304,MG,31,56304,Rodeiro,9168,
3156403,MG,31,56403,Romaria,3430,
3156452,MG,31,56452,Rosário da Limeira,4926,
3156502,MG,31,56502,Rubelita,5460,
3156601,MG,31,56601,Rubim,10602,
3156700,MG,31,56700,Sabará,134576,
3156809,MG,31,56809,Sabinópolis,14309,
3156908,MG,31,56908,Sacramento,28076,
3157005,MG,31,57005,Salinas,41736,
3157104,MG,31,57104,Salto da Divisa,6126,
3157203,MG,31,57203,Santa Bárbara,31916,
3157252,MG,31,57252,Santa Bárbara do Leste,8785,
3157278,MG,31,57278,Santa Bárbara do Monte Verde,3218,
3157302,MG,31,57302,Santa Bárbara do Tugúrio,4245,
3157336,MG,31,57336,Santa Cruz de Minas,8339,
3157377,MG,31,57377,Santa Cruz de Salinas,3919,
3157401,MG,31,57401,Santa Cruz do Escalvado,4728,
3157500,MG,31,57500,Santa Efigênia de Minas,4038,
3157609,MG,31,57609,Santa Fé de Minas,3528,
3157658,MG,31,57658,Santa Helena de Minas,6056,
3157708,MG,31,57708,Santa Juliana,16820,
3157807,MG,31,57807,Santa Luzia,230382,
3157906,MG,31,57906,Santa Margarida,16989,
3158003,MG,31,58003,Santa Maria de Itabira,10718,
3158102,MG,31,58102,Santa Maria do Salto,4777,
3158201,MG,31,58201,Santa Maria do Suaçuí,12817,
3158300,MG,31,58300,Santana da Vargem,6756,
3158409,MG,31,58409,Santana de Cataguases,3548,
3158508,MG,31,58508,Santana de Pirapama,7030,
3158607,MG,31,58607,Santana do Deserto,3815,
3158706,MG,31,58706,Santana do Garambéu,2171,
3158805,MG,31,58805,Santana do Jacaré,4246,
3158904,MG,31,58904,Santana do Manhuaçu,9264,
3158953,MG,31,58953,Santana do Paraíso,49025,
3159001,MG,31,59001,Santana do Riacho,5654,
3159100,MG,31,59100,Santana dos Montes,3490,
3159209,MG,31,59209,Santa Rita de Caldas,8561,
3159308,MG,31,59308,Santa Rita de Jacutinga,4826,
3159357,MG,31,59357,Santa Rita de Minas,6969,
3159407,MG,31,59407,Santa Rita de Ibitipoca,3331,
3159506,MG,31,59506,Santa Rita do Itueto,5984,
3159605,MG,31,59605,Santa Rita do Sapucaí,42517,
3159704,MG,31,59704,Santa Rosa da Serra,3487,
3159803,MG,31,59803,Santa Vitória,21914,
3159902,MG,31,59902,Santo Antônio do Amparo,17657,
3160009,MG,31,60009,Santo Antônio do Aventureiro,3896,
3160108,MG,31,60108,Santo Antônio do Grama,4352,
3160207,MG,31,60207,Santo Antônio do Itambé,3969,
3160306,MG,31,60306,Santo Antônio do Jacinto,10324,
3160405,MG,31,60405,Santo Antônio do Monte,28456,
3160454,MG,31,60454,Santo Antônio do Retiro,6729,
3160504,MG,31,60504,Santo Antônio do Rio Abaixo,1856,
3160603,MG,31,60603,Santo Hipólito,2692,
3160702,MG,31,60702,Santos Dumont,43218,
3160801,MG,31,60801,São Bento Abade,4846,
3160900,MG,31,60900,São Brás do Suaçuí,4161,
3160959,MG,31,60959,São Domingos das Dores,5793,
3161007,MG,31,61007,São Domingos do Prata,17783,
3161056,MG,31,61056,São Félix de Minas,3244,
3161106,MG,31,61106,São Francisco,54223,
3161205,MG,31,61205,São Francisco de Paula,6281,
3161304,MG,31,61304,São Francisco de Sales,5858,
3161403,MG,31,61403,São Francisco do Glória,4848,
3161502,MG,31,61502,São Geraldo,10524,
3161601,MG,31,61601,São Geraldo da Piedade,3200,
3161650,MG,31,61650,São Geraldo do Baixio,3158,
3161700,MG,31,61700,São Gonçalo do Abaeté,7515,
3161809,MG,31,61809,São Gonçalo do Pará,12275,
3161908,MG,31,61908,São Gonçalo do Rio Abaixo,12475,
3162005,MG,31,62005,São Gonçalo do Sapucaí,24497,
3162104,MG,31,62104,São Gotardo,43851,
3162203,MG,31,62203,São João Batista do Glória,7959,
3162252,MG,31,62252,São João da Lagoa,4962,
3162302,MG,31,62302,São João da Mata,3012,
3162401,MG,31,62401,São João da Ponte,24197,
3162450,MG,31,62450,São João das Missões,13547,
3162500,MG,31,62500,São João del Rei,94468,
3162559,MG,31,62559,São João do Manhuaçu,11676,
3162575,MG,31,62575,São João do Manteninha,5479,
3162609,MG,31,62609,São João do Oriente,7099,
3162658,MG,31,62658,São João do Pacuí,4050,
3162708,MG,31,62708,São João do Paraíso,24706,
3162807,MG,31,62807,São João Evangelista,15613,
3162906,MG,31,62906,São João Nepomuceno,26529,
3162922,MG,31,62922,São Joaquim de Bicas,37017,
3162948,MG,31,62948,São José da Barra,8145,
3162955,MG,31,62955,São José da Lapa,28087,
3163003,MG,31,63003,São José da Safira,3849,
3163102,MG,31,63102,São José da Varginha,4698,
3163201,MG,31,63201,São José do Alegre,4252,
3163300,MG,31,63300,São José do Divino,3482,
3163409,MG,31,63409,São José do Goiabal,5482,
3163508,MG,31,63508,São José do Jacuri,6282,
3163607,MG,31,63607,São José do Mantimento,2844,
3163706,MG,31,63706,São Lourenço,46868,
3163805,MG,31,63805,São Miguel do Anta,6410,
3163904,MG,31,63904,São Pedro da União,4973,
3164001,MG,31,64001,São Pedro dos Ferros,7132,
3164100,MG,31,64100,São Pedro do Suaçuí,5143,
3164209,MG,31,64209,São Romão,10562,
3164308,MG,31,64308,São Roque de Minas,7370,
3164407,MG,31,64407,São Sebastião da Bela Vista,6778,
3164431,MG,31,64431,São Sebastião da Vargem Alegre,3239,
3164472,MG,31,64472,São Sebastião do Anta,6415,
3164506,MG,31,64506,São Sebastião do Maranhão,10218,
3164605,MG,31,64605,São Sebastião do Oeste,9527,
3164704,MG,31,64704,São Sebastião do Paraíso,75179,
3164803,MG,31,64803,São Sebastião do Rio Preto,1229,
3164902,MG,31,64902,São Sebastião do Rio Verde,2385,
3165008,MG,31,65008,São Tiago,11559,
3165107,MG,31,65107,São Tomás de Aquino,6837,
3165206,MG,31,65206,São Tomé das Letras,7107,
3165305,MG,31,65305,São Vicente de Minas,6928,
3165404,MG,31,65404,Sapucaí-Mirim,6469,
3165503,MG,31,65503,Sardoá,5140,
3165537,MG,31,65537,Sarzedo,39974,
3165552,MG,31,65552,Setubinha,9985,
3165560,MG,31,65560,Sem-Peixe,2420,
3165578,MG,31,65578,Senador Amaral,6517,
3165602,MG,31,65602,Senador Cortes,2335,
3165701,MG,31,65701,Senador Firmino,7977,
3165800,MG,31,65800,Senador José Bento,2149,
3165909,MG,31,65909,Senador Modestino Gonçalves,4006,
3166006,MG,31,66006,Senhora de Oliveira,5577,
3166105,MG,31,66105,Senhora do Porto,3066,
3166204,MG,31,66204,Senhora dos Remédios,10657,
3166303,MG,31,66303,Sericita,7552,
3166402,MG,31,66402,Seritinga,1866,
3166501,MG,31,66501,Serra Azul de Minas,3808,
3166600,MG,31,66600,Serra da Saudade,856,
3166709,MG,31,66709,Serra dos Aimorés,6859,
3166808,MG,31,66808,Serra do Salitre,12286,
3166907,MG,31,66907,Serrania,7811,
3166956,MG,31,66956,Serranópolis de Minas,4497,
3167004,MG,31,67004,Serranos,2036,
3167103,MG,31,67103,Serro,22624,
3167202,MG,31,67202,Sete Lagoas,238909,
3167301,MG,31,67301,Silveirânia,2399,
3167400,MG,31,67400,Silvianópolis,6348,
3167509,MG,31,67509,Simão Pereira,3084,
3167608,MG,31,67608,Simonésia,20431,
3167707,MG,31,67707,Sobrália,5140,
3167806,MG,31,67806,Soledade de Minas,5733,
3167905,MG,31,67905,Tabuleiro,4097,
3168002,MG,31,68002,Taiobeiras,34537,
3168051,MG,31,68051,Taparuba,3508,
3168101,MG,31,68101,Tapira,4215,
3168200,MG,31,68200,Tapiraí,1698,
3168309,MG,31,68309,Taquaraçu de Minas,4394,
3168408,MG,31,68408,Tarumirim,15104,
3168507,MG,31,68507,Teixeiras,12691,
3168606,MG,31,68606,Teófilo Otoni,142851,
3168705,MG,31,68705,Timóteo,84172,
3168804,MG,31,68804,Tiradentes,8056,
3168903,MG,31,68903,Tiros,8231,
3169000,MG,31,69000,Tocantins,16603,
3169059,MG,31,69059,Tocos do Moji,3894,
3169109,MG,31,69109,Toledo,7625,
3169208,MG,31,69208,Tombos,8653,
3169307,MG,31,69307,Três Corações,78291,
3169356,MG,31,69356,Três Marias,29985,
3169406,MG,31,69406,Três Pontas,57209,
3169505,MG,31,69505,Tumiritinga,5955,
3169604,MG,31,69604,Tupaciguara,26583,
3169703,MG,31,69703,Turmalina,20769,
3169802,MG,31,69802,Turvolândia,5097,
3169901,MG,31,69901,Ubá,107423,
3170008,MG,31,70008,Ubaí,11985,
3170057,MG,31,70057,Ubaporanga,13485,
3170107,MG,31,70107,Uberaba,356781,
3170206,MG,31,70206,Uberlândia,761835,
3170305,MG,31,70305,Umburatiba,2742,
3170404,MG,31,70404,Unaí,91320,
3170438,MG,31,70438,União de Minas,3818,
3170479,MG,31,70479,Uruana de Minas,3365,
3170503,MG,31,70503,Urucânia,10899,
3170529,MG,31,70529,Urucuia,18515,
3170578,MG,31,70578,Vargem Alegre,5800,
3170602,MG,31,70602,Vargem Bonita,2207,
3170651,MG,31,70651,Vargem Grande do Rio Pardo,4724,
3170701,MG,31,70701,Varginha,143676,
3170750,MG,31,70750,Varjão de Minas,7305,
3170800,MG,31,70800,Várzea da Palma,34555,
3170909,MG,31,70909,Varzelândia,19210,
3171006,MG,31,71006,Vazante,20459,
3171030,MG,31,71030,Verdelândia,7737,
3171071,MG,31,71071,Veredinha,5240,
3171105,MG,31,71105,Veríssimo,3478,
3171154,MG,31,71154,Vermelho Novo,5048,
3171204,MG,31,71204,Vespasiano,138583,
3171303,MG,31,71303,Viçosa,79517,
3171402,MG,31,71402,Vieiras,3781,
3171501,MG,31,71501,Mathias Lobato,3053,
3171600,MG,31,71600,Virgem da Lapa,11774,
3171709,MG,31,71709,Virgínia,9164,
3171808,MG,31,71808,Virginópolis,10511,
3171907,MG,31,71907,Virgolândia,4471,
3172004,MG,31,72004,Visconde do Rio Branco,40711,
3172103,MG,31,72103,Volta Grande,4441,
3172202,MG,31,72202,Wenceslau Braz,2377,
3200102,ES,32,00102,Afonso Cláudio,32456,
3200136,ES,32,00136,Águia Branca,10143,
3200169,ES,32,00169,Água Doce do Norte,12585,
3200201,ES,32,00201,Alegre,30702,
3200300,ES,32,00300,Alfredo Chaves,14376,
3200359,ES,32,00359,Alto Rio Novo,7760,
3200409,ES,32,00409,Anchieta,33017,
3200508,ES,32,00508,Apiacá,7462,
3200607,ES,32,00607,Aracruz,103363,
3200706,ES,32,00706,Atílio Vivácqua,11046,
3200805,ES,32,00805,Baixo Guandu,32829,
3200904,ES,32,00904,Barra de São Francisco,45415,
3201001,ES,32,01001,Boa Esperança,14054,
3201100,ES,32,01100,Bom Jesus do Norte,10820,
3201159,ES,32,01159,Brejetuba,13718,
3201209,ES,32,01209,Cachoeiro de Itapemirim,198342,
3201308,ES,32,01308,Cariacica,376200,
3201407,ES,32,01407,Castelo,39575,
3201506,ES,32,01506,Colatina,129301,
3201605,ES,32,01605,Conceição da Barra,28923,
3201704,ES,32,01704,Conceição do Castelo,12472,
3201803,ES,32,01803,Divino de São Lourenço,5397,
3201902,ES,32,01902,Domingos Martins,38236,
3202009,ES,32,02009,Dores do Rio Preto,6902,
3202108,ES,32,02108,Ecoporanga,22611,
3202207,ES,32,02207,Fundão,18898,
3202256,ES,32,02256,Governador Lindenberg,11484,
3202306,ES,32,02306,Guaçuí,31418,
3202405,ES,32,02405,Guarapari,136311,
3202454,ES,32,02454,Ibatiba,27543,
3202504,ES,32,02504,Ibiraçu,12304,
3202553,ES,32,02553,Ibitirama,10015,
3202603,ES,32,02603,Iconha,12790,
3202652,ES,32,02652,Irupi,14647,
3202702,ES,32,02702,Itaguaçu,14042,
3202801,ES,32,02801,Itapemirim,44020,
3202900,ES,32,02900,Itarana,10975,
3203007,ES,32,03007,Iúna,30556,
3203056,ES,32,03056,Jaguaré,31551,
3203106,ES,32,03106,Jerônimo Monteiro,12108,
3203130,ES,32,03130,João Neiva,14295,
3203163,ES,32,03163,Laranja da Terra,11597,
3203205,ES,32,03205,Linhares,183797,
3203304,ES,32,03304,Mantenópolis,13131,
3203320,ES,32,03320,Marataízes,45953,
3203346,ES,32,03346,Marechal Floriano,18964,
3203353,ES,32,03353,Marilândia,13087,
3203403,ES,32,03403,Mimoso do Sul,25088,
3203502,ES,32,03502,Montanha,19830,
3203601,ES,32,03601,Mucurici,5653,
3203700,ES,32,03700,Muniz Freire,18809,
3203809,ES,32,03809,Muqui,14185,
3203908,ES,32,03908,Nova Venécia,52324,
3204005,ES,32,04005,Pancas,19120,
3204054,ES,32,04054,Pedro Canário,21923,
3204104,ES,32,04104,Pinheiros,24843,
3204203,ES,32,04203,Piúma,23912,
3204252,ES,32,04252,Ponto Belo,6671,
3204302,ES,32,04302,Presidente Kennedy,14852,
3204351,ES,32,04351,Rio Bananal,20350,
3204401,ES,32,04401,Rio Novo do Sul,11471,
3204500,ES,32,04500,Santa Leopoldina,13813,
3204559,ES,32,04559,Santa Maria de Jetibá,45575,
3204609,ES,32,04609,Santa Teresa,23872,
3204658,ES,32,04658,São Domingos do Norte,9051,
3204708,ES,32,04708,São Gabriel da Palha,34272,
3204807,ES,32,04807,São José do Calçado,11411,
3204906,ES,32,04906,São Mateus,134423,
3204955,ES,32,04955,São Roque do Canaã,11256,
3205002,ES,32,05002,Serra,579720,
3205010,ES,32,05010,Sooretama,28668,
3205036,ES,32,05036,Vargem Alta,20390,
3205069,ES,32,05069,Venda Nova do Imigrante,25395,
3205101,ES,32,05101,Viana,79043,
3205150,ES,32,05150,Vila Pavão,9319,
3205176,ES,32,05176,Vila Valério,14267,
3205200,ES,32,05200,Vila Velha,506779,
3205309,ES,32,05309,Vitória,343378,
3300100,RJ,33,00100,Angra dos Reis,179142,
3300159,RJ,33,00159,Aperibé,11426,
3300209,RJ,33,00209,Araruama,137906,
3300225,RJ,33,00225,Areal,12239,
3300233,RJ,33,00233,Armação dos Búzios,42527,
3300258,RJ,33,00258,Arraial do Cabo,32822,
3300308,RJ,33,00308,Barra do Piraí,98506,
3300407,RJ,33,00407,Barra Mansa,181679,
3300456,RJ,33,00456,Belford Roxo,518384,
3300506,RJ,33,00506,Bom Jardim,29758,
3300605,RJ,33,00605,Bom Jesus do Itabapoana,37176,
3300704,RJ,33,00704,Cabo Frio,238438,
3300803,RJ,33,00803,Cachoeiras de Macacu,59861,
3300902,RJ,33,00902,Cambuci,15069,
3300936,RJ,33,00936,Carapebus,14329,
3300951,RJ,33,00951,Comendador Levy Gasparian,9048,
3301009,RJ,33,01009,Campos dos Goytacazes,519259,
3301108,RJ,33,01108,Cantagalo,19995,
3301157,RJ,33,01157,Cardoso Moreira,13407,
3301207,RJ,33,01207,Carmo,17741,
3301306,RJ,33,01306,Casimiro de Abreu,48636,
3301405,RJ,33,01405,Conceição de Macabu,21770,
3301504,RJ,33,01504,Cordeiro,21448,
3301603,RJ,33,01603,Duas Barras,11355,
3301702,RJ,33,01702,Duque de Caxias,866225,
3301801,RJ,33,01801,Engenheiro Paulo de Frontin,12644,
3301850,RJ,33,01850,Guapimirim,54311,
3301876,RJ,33,01876,Iguaba Grande,29616,
3301900,RJ,33,01900,Itaboraí,240127,
3302007,RJ,33,02007,Itaguaí,124021,
3302056,RJ,33,02056,Italva,14518,
3302106,RJ,33,02106,Itaocara,23645,
3302205,RJ,33,02205,Itaperuna,107297,
3302254,RJ,33,02254,Itatiaia,32713,
3302270,RJ,33,02270,Japeri,102171,
3302304,RJ,33,02304,Laje do Muriaé,7584,
3302403,RJ,33,02403,Macaé,264439,
3302452,RJ,33,02452,Macuco,5602,
3302502,RJ,33,02502,Magé,244142,
3302601,RJ,33,02601,Mangaratiba,43660,
3302700,RJ,33,02700,Maricá,212470,
3302809,RJ,33,02809,Mendes,18048,
3302858,RJ,33,02858,Mesquita,178830,
3302908,RJ,33,02908,Miguel Pereira,28142,
3303005,RJ,33,03005,Miracema,28416,
3303104,RJ,33,03104,Natividade,15551,
3303203,RJ,33,03203,Nilópolis,155500,
3303302,RJ,33,03302,Niterói,516787,
3303401,RJ,33,03401,Nova Friburgo,203417,
3303500,RJ,33,03500,Nova Iguaçu,843220,
3303609,RJ,33,03609,Paracambi,43627,
3303708,RJ,33,03708,Paraíba do Sul,44479,
3303807,RJ,33,03807,Paraty,47668,
3303856,RJ,33,03856,Paty do Alferes,31370,
3303906,RJ,33,03906,Petrópolis,294926,
3303955,RJ,33,03955,Pinheiral,25096,
3304003,RJ,33,04003,Piraí,29066,
3304102,RJ,33,04102,Porciúncula,17832,
3304110,RJ,33,04110,Porto Real,21089,
3304128,RJ,33,04128,Quatis,14165,
3304144,RJ,33,04144,Queimados,149135,
3304151,RJ,33,04151,Quissamã,23142,
3304201,RJ,33,04201,Resende,137697,
3304300,RJ,33,04300,Rio Bonito,59126,
3304409,RJ,33,04409,Rio Claro,17951,
3304508,RJ,33,04508,Rio das Flores,9267,
3304524,RJ,33,04524,Rio das Ostras,168455,
3304557,RJ,33,04557,Rio de Janeiro,6730729,
3304607,RJ,33,04607,Santa Maria Madalena,10580,
3304706,RJ,33,04706,Santo Antônio de Pádua,43697,
3304755,RJ,33,04755,São Francisco de Itabapoana,47397,
3304805,RJ,33,04805,São Fidélis,41212,
3304904,RJ,33,04904,São Gonçalo,960196,
3305000,RJ,33,05000,São João da Barra,38740,
3305109,RJ,33,05109,São João de Meriti,466503,
3305133,RJ,33,05133,São José de Ubá,7318,
3305158,RJ,33,05158,São José do Vale do Rio Preto,22813,
3305208,RJ,33,05208,São Pedro da Aldeia,110677,
3305307,RJ,33,05307,São Sebastião do Alto,7993,
3305406,RJ,33,05406,Sapucaia,18291,
3305505,RJ,33,05505,Saquarema,95315,
3305554,RJ,33,05554,Seropédica,84794,
3305604,RJ,33,05604,Silva Jardim,22028,
3305703,RJ,33,05703,Sumidouro,15693,
3305752,RJ,33,05752,Tanguá,32865,
3305802,RJ,33,05802,Teresópolis,176735,
3305901,RJ,33,05901,Trajano de Moraes,10654,
3306008,RJ,33,06008,Três Rios,82319,
3306107,RJ,33,06107,Valença,71449,
3306156,RJ,33,06156,Varre-Sai,10563,
3306206,RJ,33,06206,Vassouras,35907,
3306305,RJ,33,06305,Volta Redonda,279971,
3500105,SP,35,00105,Adamantina,35673,
3500204,SP,35,00204,Adolfo,4505,
3500303,SP,35,00303,Aguaí,32886,
3500402,SP,35,00402,Águas da Prata,7463,
3500501,SP,35,00501,Águas de Lindóia,18257,
3500550,SP,35,00550,Águas de Santa Bárbara,7460,
3500600,SP,35,00600,Águas de São Pedro,2928,
3500709,SP,35,00709,Agudos,38988,
3500758,SP,35,00758,Alambari,6373,
3500808,SP,35,00808,Alfredo Marcondes,4574,
3500907,SP,35,00907,Altair,3467,
3501004,SP,35,01004,Altinópolis,17197,
3501103,SP,35,01103,Alto Alegre,3874,
3501152,SP,35,01152,Alumínio,17607,
3501202,SP,35,01202,Álvares Florence,3979,
3501301,SP,35,01301,Álvares Machado,28386,
3501400,SP,35,01400,Álvaro de Carvalho,4901,
3501509,SP,35,01509,Alvinlândia,2919,
3501608,SP,35,01608,Americana,247571,
3501707,SP,35,01707,Américo Brasiliense,33708,
3501806,SP,35,01806,Américo de Campos,5981,
3501905,SP,35,01905,Amparo,69792,
3502002,SP,35,02002,Analândia,4694,
3502101,SP,35,02101,Andradina,61625,
3502200,SP,35,02200,Angatuba,24573,
3502309,SP,35,02309,Anhembi,5766,
3502408,SP,35,02408,Anhumas,4118,
3502507,SP,35,02507,Aparecida,33141,
3502606,SP,35,02606,Aparecida d'Oeste,4112,
3502705,SP,35,02705,Apiaí,24857,
3502754,SP,35,02754,Araçariguama,22314,
3502804,SP,35,02804,Araçatuba,208415,
3502903,SP,35,02903,Araçoiaba da Serra,33832,
3503000,SP,35,03000,Aramina,5535,
3503109,SP,35,03109,Arandu,7076,
3503158,SP,35,03158,Arapeí,2355,
3503208,SP,35,03208,Araraquara,253474,
3503307,SP,35,03307,Araras,135744,
3503356,SP,35,03356,Arco-Íris,2089,
3503406,SP,35,03406,Arealva,8290,
3503505,SP,35,03505,Areias,3617,
3503604,SP,35,03604,Areiópolis,10242,
3503703,SP,35,03703,Ariranha,7621,
3503802,SP,35,03802,Artur Nogueira,53467,
3503901,SP,35,03901,Arujá,90273,
3503950,SP,35,03950,Aspásia,1875,
3504008,SP,35,04008,Assis,104858,
3504107,SP,35,04107,Atibaia,167161,
3504206,SP,35,04206,Auriflama,13856,
3504305,SP,35,04305,Avaí,4503,
3504404,SP,35,04404,Avanhandava,11436,
3504503,SP,35,04503,Avaré,96450,
3504602,SP,35,04602,Bady Bassitt,29346,
3504701,SP,35,04701,Balbinos,3969,
3504800,SP,35,04800,Bálsamo,9902,
3504909,SP,35,04909,Bananal,10097,
3505005,SP,35,05005,Barão de Antonina,3632,
3505104,SP,35,05104,Barbosa,5627,
3505203,SP,35,05203,Bariri,32406,
3505302,SP,35,05302,Barra Bonita,35129,
3505351,SP,35,05351,Barra do Chapéu,5254,
3505401,SP,35,05401,Barra do Turvo,6894,
3505500,SP,35,05500,Barretos,126957,
3505609,SP,35,05609,Barrinha,33304,
3505708,SP,35,05708,Barueri,333737,
3505807,SP,35,05807,Bastos,21936,
3505906,SP,35,05906,Batatais,59939,
3506003,SP,35,06003,Bauru,392947,
3506102,SP,35,06102,Bebedouro,78257,
3506201,SP,35,06201,Bento de Abreu,2640,
3506300,SP,35,06300,Bernardino de Campos,11881,
3506359,SP,35,06359,Bertioga,67436,
3506409,SP,35,06409,Bilac,7464,
3506508,SP,35,06508,Birigui,123340,
3506607,SP,35,06607,Biritiba Mirim,30564,
3506706,SP,35,06706,Boa Esperança do Sul,13113,
3506805,SP,35,06805,Bocaina,11480,
3506904,SP,35,06904,Bofete,10710,
3507001,SP,35,07001,Boituva,63850,
3507100,SP,35,07100,Bom Jesus dos Perdões,22579,
3507159,SP,35,07159,Bom Sucesso de Itararé,3609,
3507209,SP,35,07209,Borá,932,
3507308,SP,35,07308,Boracéia,4838,
3507407,SP,35,07407,Borborema,14405,
3507456,SP,35,07456,Borebi,2801,
3507506,SP,35,07506,Botucatu,151053,
3507605,SP,35,07605,Bragança Paulista,185688,
3507704,SP,35,07704,Braúna,5477,
3507753,SP,35,07753,Brejo Alegre,2605,
3507803,SP,35,07803,Brodowski,26314,
3507902,SP,35,07902,Brotas,24501,
3508009,SP,35,08009,Buri,20731,
3508108,SP,35,08108,Buritama,17658,
3508207,SP,35,08207,Buritizal,4458,
3508306,SP,35,08306,Cabrália Paulista,4360,
3508405,SP,35,08405,Cabreúva,48654,
3508504,SP,35,08504,Caçapava,100071,
3508603,SP,35,08603,Cachoeira Paulista,32534,
3508702,SP,35,08702,Caconde,17228,
3508801,SP,35,08801,Cafelândia,16907,
3508900,SP,35,08900,Caiabu,3726,
3509007,SP,35,09007,Caieiras,98549,
3509106,SP,35,09106,Caiuá,5599,
3509205,SP,35,09205,Cajamar,98365,
3509254,SP,35,09254,Cajati,29262,
3509304,SP,35,09304,Cajobi,9210,
3509403,SP,35,09403,Cajuru,24233,
3509452,SP,35,09452,Campina do Monte Alegre,6090,
3509502,SP,35,09502,Campinas,1187974,
3509601,SP,35,09601,Campo Limpo Paulista,79781,
3509700,SP,35,09700,Campos do Jordão,47956,
3509809,SP,35,09809,Campos Novos Paulista,5003,
3509908,SP,35,09908,Cananéia,12491,
3509957,SP,35,09957,Canas,5068,
3510005,SP,35,10005,Cândido Mota,30157,
3510104,SP,35,10104,Cândido Rodrigues,2959,
3510153,SP,35,10153,Canitar,6589,
3510203,SP,35,10203,Capão Bonito,47409,
3510302,SP,35,10302,Capela do Alto,23777,
3510401,SP,35,10401,Capivari,51369,
3510500,SP,35,10500,Caraguatatuba,142248,
3510609,SP,35,10609,Carapicuíba,398236,
3510708,SP,35,10708,Cardoso,11476,
3510807,SP,35,10807,Casa Branca,28779,
3510906,SP,35,10906,Cássia dos Coqueiros,2861,
3511003,SP,35,11003,Castilho,20485,
3511102,SP,35,11102,Catanduva,119275,
3511201,SP,35,11201,Catiguá,7101,
3511300,SP,35,11300,Cedral,13314,
3511409,SP,35,11409,Cerqueira César,22210,
3511508,SP,35,11508,Cerquilho,46391,
3511607,SP,35,11607,Cesário Lange,19707,
3511706,SP,35,11706,Charqueada,15814,
3511904,SP,35,11904,Clementina,7084,
3512001,SP,35,12001,Colina,18880,
3512100,SP,35,12100,Colômbia,6802,
3512209,SP,35,12209,Conchal,29132,
3512308,SP,35,12308,Conchas,15345,
3512407,SP,35,12407,Cordeirópolis,25286,
3512506,SP,35,12506,Coroados,5504,
3512605,SP,35,12605,Coronel Macedo,4271,
3512704,SP,35,12704,Corumbataí,4296,
3512803,SP,35,12803,Cosmópolis,61167,
3512902,SP,35,12902,Cosmorama,9019,
3513009,SP,35,13009,Cotia,289493,
3513108,SP,35,13108,Cravinhos,34307,
3513207,SP,35,13207,Cristais Paulista,9600,
3513306,SP,35,13306,Cruzália,2123,
3513405,SP,35,13405,Cruzeiro,76444,
3513504,SP,35,13504,Cubatão,114870,
3513603,SP,35,13603,Cunha,22460,
3513702,SP,35,13702,Descalvado,32663,
3513801,SP,35,13801,Diadema,403579,
3513850,SP,35,13850,Dirce Reis,1639,
3513900,SP,35,13900,Divinolândia,11305,
3514007,SP,35,14007,Dobrada,8986,
3514106,SP,35,14106,Dois Córregos,24847,
3514205,SP,35,14205,Dolcinópolis,2254,
3514304,SP,35,14304,Dourado,8169,
3514403,SP,35,14403,Dracena,46735,
3514502,SP,35,14502,Duartina,12532,
3514601,SP,35,14601,Dumont,9764,
3514700,SP,35,14700,Echaporã,6291,
3514809,SP,35,14809,Eldorado,13109,
3514908,SP,35,14908,Elias Fausto,18168,
3514924,SP,35,14924,Elisiário,3190,
3514957,SP,35,14957,Embaúba,2349,
3515004,SP,35,15004,Embu das Artes,259788,
3515103,SP,35,15103,Embu-Guaçu,68913,
3515129,SP,35,15129,Emilianópolis,3061,
3515152,SP,35,15152,Engenheiro Coelho,20261,
3515186,SP,35,15186,Espírito Santo do Pinhal,40610,
3515194,SP,35,15194,Espírito Santo do Turvo,4214,
3515202,SP,35,15202,Estrela d'Oeste,9696,
3515301,SP,35,15301,Estrela do Norte,2751,
3515350,SP,35,15350,Euclides da Cunha Paulista,7883,
3515400,SP,35,15400,Fartura,17029,
3515509,SP,35,15509,Fernandópolis,73508,
3515608,SP,35,15608,Fernando Prestes,6080,
3515657,SP,35,15657,Fernão,1692,
3515707,SP,35,15707,Ferraz de Vasconcelos,186479,
3515806,SP,35,15806,Flora Rica,1483,
3515905,SP,35,15905,Floreal,2747,
3516002,SP,35,16002,Flórida Paulista,13175,
3516101,SP,35,16101,Florínea,4022,
3516200,SP,35,16200,Franca,365494,
3516309,SP,35,16309,Francisco Morato,171476,
3516408,SP,35,16408,Franco da Rocha,150241,
3516507,SP,35,16507,Gabriel Monteiro,2813,
3516606,SP,35,16606,Gália,6413,
3516705,SP,35,16705,Garça,43081,
3516804,SP,35,16804,Gastão Vidigal,3203,
